character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
情,qíng,qing,Q,(bound form) feelings; emotion; sentiment; passion; (bound form) situation; condition,七情 (qī qíng); 下情 (xià qíng); 世情 (shì qíng),Time,Top 100,Zero Beginner,82.0,3879008.0,2043.3870815196403,43.95878912386789,1113.0,1870.0,True,True,True,"3500, 7000, corpus"
把,bǎ,ba,B,"to hold; to grasp; to hold a baby in position to help it urinate or defecate; handlebar; classifier: handful, bundle, bunch; classifier for things with handles; (used to put the object before the verb: 把[ba3] + {noun} + {verb})",个把 (gè bǎ); 倒把 (dǎo bǎ); 刹把 (shā bǎ),Question & Function,Top 100,Zero Beginner,83.0,3798288.0,2000.8653323455562,44.15887565710244,1202.0,2019.0,True,True,True,"3500, 7000, corpus"
老,lǎo,lao,L,prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough,二老 (èr lǎo); 偕老 (xié lǎo); 元老 (yuán lǎo),People & Pronouns,Top 100,Zero Beginner,84.0,3762961.0,1982.2557457118487,44.357101231673624,2485.0,4547.0,True,True,True,"3500, 7000, corpus"
些,xiē,xie,X,"classifier indicating a small amount or small number greater than 1: some, a few, several",一些 (yī xiē); 些微 (xiē wēi); 些许 (xiē xǔ),Numbers & Measures,Top 100,Zero Beginner,85.0,3752167.0,1976.5696733557402,44.5547581990092,75.0,84.0,True,True,True,"3500, 7000, corpus"
话,huà,hua,H,"dialect; language; spoken words; speech; talk; words; conversation; what sb said; CL:種|种[zhong3],席[xi2],句[ju4],口[kou3],番[fan1]",电话 (diàn huà); 说话 (shuō huà); 对话 (duì huà),General Reference,Top 100,Zero Beginner,86.0,3744917.0,1972.7505122864625,44.752033250237844,2908.0,5502.0,True,True,True,"3500, 7000, corpus"
已,yǐ,yi,Y,already; to stop; then; afterwards,不已 (bù yǐ); 业已 (yè yǐ); 久已 (jiǔ yǐ),Time,Top 100,Zero Beginner,87.0,3720796.0,1960.0440317137654,44.94803765340922,938.0,1567.0,True,True,True,"3500, 7000, corpus"
又,yòu,you,Y,(once) again; also; both... and...; and yet; (used for emphasis) anyway,又及 (yòu jí); 又名 (yòu míng); 又称 (yòu chēng),Question & Function,Top 100,Zero Beginner,88.0,3710252.0,1954.489654566943,45.143486618865914,431.0,617.0,True,True,True,"3500, 7000, corpus"
声,shēng,sheng,S,sound; voice; tone; noise; reputation; classifier for sounds,一声 (yī shēng); 七声 (qī shēng); 上声 (shǎng shēng),Numbers & Measures,Top 100,Zero Beginner,89.0,3671271.0,1933.9552107543193,45.336882139941345,699.0,1145.0,True,True,True,"3500, 7000, corpus"
意,yì,yi,Y,(bound form) idea; thought; meaning; sense; (bound form) intention; feeling; inclination; state of mind; (bound form) Italy (abbr. for 意大利[Yi4 da4 li4]),一意 (yī yì); 不意 (bù yì); 专意 (zhuān yì),General Reference,Top 100,Zero Beginner,90.0,3668831.0,1932.6698655116932,45.53014912649252,1134.0,1904.0,True,True,True,"3500, 7000, corpus"
于,yú,yu,Y,surname Yu,乐于 (lè yú); 于丹 (yú dān); 于归 (yú guī),General Reference,Top 100,Zero Beginner,91.0,3614992.0,1904.3085120208175,45.7205799776946,68.0,75.0,True,True,True,"3500, 7000, corpus"
回,huí,hui,H,to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group (Chinese Muslims); time; classifier for acts of a play; section or chapter (of a classic book),上回 (shàng huí); 下回 (xià huí); 买回 (mǎi huí),Places & Movement,Top 100,Zero Beginner,92.0,3608341.0,1900.8048926729875,45.9106604669619,615.0,970.0,True,True,True,"3500, 7000, corpus"
笑,xiào,xiao,X,to laugh; to smile; to laugh at,偷笑 (tōu xiào); 傻笑 (shǎ xiào); 冷笑 (lěng xiào),Actions,Top 100,Zero Beginner,93.0,3577465.0,1884.5400075453979,46.09911446771644,2308.0,4172.0,True,True,True,"3500, 7000, corpus"
所,suǒ,suo,S,"actually; place; classifier for houses, small buildings, institutions etc; that which; particle introducing a relative clause or passive; CL:個|个[ge4]",亚所 (yà suǒ); 任所 (rèn suǒ); 会所 (huì suǒ),Places & Movement,Top 100,Zero Beginner,94.0,3534172.0,1861.7340847630192,46.28528787619274,1173.0,1980.0,True,True,True,"3500, 7000, corpus"
但,dàn,dan,D,but; yet; however; still; merely; only; just,不但 (bù dàn); 但丁 (dàn dīng); 但书 (dàn shū),General Reference,Top 100,Zero Beginner,95.0,3505257.0,1846.5022168570647,46.46993809787845,141.0,179.0,True,True,True,"3500, 7000, corpus"
眼,yǎn,yan,Y,"eye (CL:隻|只[zhi1],雙|双[shuang1]); (often used with 一[yi1]) a look; a glance; small hole; (bound form) salient point; classifier for wells, cave-dwellings etc",一眼 (yī yǎn); 亮眼 (liàng yǎn); 亲眼 (qīn yǎn),Numbers & Measures,Top 100,Zero Beginner,96.0,3495315.0,1841.2649617742013,46.65406459405587,2151.0,3858.0,True,True,True,"3500, 7000, corpus"
成,chéng,cheng,C,surname Cheng; short name for Chengdu 成都[Cheng2 du1],不成 (bù chéng); 九成 (jiǔ chéng); 使成 (shǐ chéng),General Reference,Top 100,Zero Beginner,97.0,3478315.0,1832.309687542791,46.83729556281015,1162.0,1958.0,True,True,True,"3500, 7000, corpus"
方,fāng,fang,F,surname Fang,一方 (yī fāng); 七方 (qī fāng); 上方 (shàng fāng),General Reference,Top 100,Zero Beginner,98.0,3471764.0,1828.8587462786754,47.02018143743801,1416.0,2330.0,True,True,True,"3500, 7000, corpus"
年,nián,nian,N,surname Nian,今年 (jīn nián); 去年 (qù nián); 年轻 (nián qīng),Time,Top 100,Zero Beginner,99.0,3465446.0,1825.5305449496136,47.20273449193297,968.0,1616.0,True,True,True,"3500, 7000, corpus"
见,jiàn,jian,J,to see; to meet; to appear (to be sth); to interview; opinion; view,不见 (bú jiàn); 主见 (zhǔ jiàn); 习见 (xí jiàn),Actions,Top 100,Zero Beginner,100.0,3460998.0,1823.187423786007,47.38505323431157,2859.0,5407.0,True,True,True,"3500, 7000, corpus"
当,dāng,dang,D,(onom.) dong; ding dong (bell),上当 (shàng dàng); 不当 (bù dàng); 了当 (liǎo dàng),Actions,Top 300,HSK1 Core,101.0,3437226.0,1810.6647897254727,47.56611971328412,1021.0,1701.0,True,True,True,"3500, 7000, corpus"
女,nǚ,nv,N,female; woman; daughter,中女 (zhōng nǚ); 义女 (yì nǚ); 乙女 (yǐ nǚ),People & Pronouns,Top 300,HSK1 Core,102.0,3362646.0,1771.377474891439,47.74325746077326,739.0,1197.0,True,True,True,"3500, 7000, corpus"
真,zhēn,zhen,Z,really; truly; indeed; real; true; genuine,乱真 (luàn zhēn); 仿真 (fǎng zhēn); 传真 (chuán zhēn),General Reference,Top 300,HSK1 Core,103.0,3314815.0,1746.181020670111,47.917875562840266,2145.0,3844.0,True,True,True,"3500, 7000, corpus"
两,liǎng,liang,L,"two; both; some; a few; tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)",三两 (sān liǎng); 两下 (liǎng xià); 两仪 (liǎng yí),Numbers & Measures,Top 300,HSK1 Core,104.0,3302466.0,1739.6758041122473,48.09184314325149,23.0,25.0,True,True,True,"3500, 7000, corpus"
力,lì,li,L,surname Li,不力 (bù lì); 业力 (yè lì); 主力 (zhǔ lì),General Reference,Top 300,HSK1 Core,105.0,3298612.0,1737.6455907659026,48.265607702328076,342.0,495.0,True,True,True,"3500, 7000, corpus"
气,qì,qi,Q,gas; air; smell; weather; to make angry; to annoy; to get angry; vital energy; qi,一气 (yī qì); 丧气 (sàng qì); 义气 (yì qì),Actions,Top 300,HSK1 Core,106.0,3227369.0,1700.1161435854115,48.43561931668662,1696.0,2844.0,True,True,True,"3500, 7000, corpus"
从,cóng,cong,C,surname Cong,主从 (zhǔ cóng); 人从 (rén cóng); 从不 (cóng bù),Question & Function,Top 300,HSK1 Core,107.0,3173776.0,1671.8843781804721,48.60280775450467,97.0,117.0,True,True,True,"3500, 7000, corpus"
用,yòng,yong,Y,to use; to make use of; to employ; (coverb) with; using; to need; to have to (usu. used in the negative or in questions); usefulness; utility; (bound form) expense; outlay; (courteous) to eat; to drink; (literary) hence; therefore,不用 (bù yòng); 专用 (zhuān yòng); 两用 (liǎng yòng),Actions,Top 300,HSK1 Core,108.0,3170468.0,1670.1417871712074,48.769821933221785,2050.0,3645.0,True,True,True,"3500, 7000, corpus"
长,zhǎng,zhang,Z,long; (bound form) length; (bound form) strong point; forte; (bound form) to be good at; (literary) surplus; spare (Taiwan pr. [zhang4]),专长 (zhuān cháng); 久长 (jiǔ cháng); 亭长 (tíng zhǎng),Places & Movement,Top 300,HSK1 Core,109.0,3100060.0,1633.0522019897292,48.933127153420756,3263.0,6335.0,True,True,True,"3500, 7000, corpus"
动,dòng,dong,D,"(of sth) to move; to set in movement; to displace; to touch; to make use of; to stir (emotions); to alter; abbr. for 動詞|动词[dong4 ci2], verb",不动 (bù dòng); 主动 (zhǔ dòng); 举动 (jǔ dòng),Places & Movement,Top 300,HSK1 Core,110.0,3073269.0,1618.939216581864,49.09502107507894,349.0,503.0,True,True,True,"3500, 7000, corpus"
间,jiān,jian,J,between; among; within a definite time or space; room; section of a room or lateral space between two pairs of pillars; classifier for rooms,时间 (shí jiān); 房间 (fáng jiān); 中间 (zhōng jiān),Time,Top 300,HSK1 Core,111.0,3067939.0,1616.1314747198983,49.25663422255093,3271.0,6346.0,True,True,True,"3500, 7000, corpus"
国,guó,guo,G,surname Guo,中国 (zhōng guó); 美国 (měi guó); 国家 (guó jiā),Places & Movement,Top 300,HSK1 Core,112.0,3063867.0,1613.986423151057,49.418032864866035,624.0,984.0,True,True,True,"3500, 7000, corpus"
走,zǒu,zou,Z,"to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 撤走[che4 zou3]); to change (shape, form, meaning)",走路 (zǒu lù); 走开 (zǒu kāi); 走进 (zǒu jìn),Places & Movement,Top 300,HSK1 Core,113.0,3020224.0,1590.9961270756785,49.577132477573606,3012.0,5683.0,True,True,True,"3500, 7000, corpus"
让,ràng,rang,R,"to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); by (indicates the agent in a passive clause, like 被[bei4])",互让 (hù ràng); 出让 (chū ràng); 割让 (gē ràng),Question & Function,Top 300,HSK1 Core,114.0,2999423.0,1580.0385588822924,49.73513633346184,2880.0,5454.0,True,True,True,"3500, 7000, corpus"
被,bèi,bei,B,"quilt; to cover (with); (literary) to suffer (a misfortune); used to indicate passive voice (placed before the doer of the action like ""by"" in English passive-voice sentences, or, if the doer is not mentioned, before the verb); (since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅遊|被旅游[bei4 lu : 3 you2] to ""go on a trip"")",包被 (bāo bèi); 垫被 (diàn bèi); 棉被 (mián bèi),Question & Function,Top 300,HSK1 Core,115.0,2998064.0,1579.3226637246166,49.8930685998343,2837.0,5350.0,True,True,True,"3500, 7000, corpus"
给,gěi,gei,G,to; for; for the benefit of; to give; to allow; to do sth (for sb); (grammatical equivalent of 被); (grammatical equivalent of 把); (sentence intensifier),交给 (jiāo gěi); 付给 (fù gěi); 传给 (chuán gěi),Question & Function,Top 300,HSK1 Core,116.0,2939384.0,1548.4111642011376,50.047909716254416,2416.0,4390.0,True,True,True,"3500, 7000, corpus"
正,zhèng,zheng,Z,first month of the lunar year,严正 (yán zhèng); 中正 (zhōng zhèng); 令正 (lìng zhèng),Time,Top 300,HSK1 Core,117.0,2933903.0,1545.5238784327635,50.20246210409769,1663.0,2781.0,True,True,True,"3500, 7000, corpus"
问,wèn,wen,W,to ask; to inquire,不问 (bù wèn); 临问 (lín wèn); 借问 (jiè wèn),Actions,Top 300,HSK1 Core,118.0,2899681.0,1527.4963846240976,50.3552117425601,3267.0,6340.0,True,True,True,"3500, 7000, corpus"
打,dǎ,da,D,(loanword) dozen; Taiwan pr. [da3],一打 (yī dǎ); 严打 (yán dǎ); 主打 (zhǔ dǎ),Actions,Top 300,HSK1 Core,119.0,2882337.0,1518.3598977847107,50.50704773233857,1181.0,1993.0,True,True,True,"3500, 7000, corpus"
明,míng,ming,M,"Ming Dynasty (1368–1644); surname Ming; Ming (c. 2000 BC), fourth of the legendary Flame Emperors, 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God",不明 (bù míng); 严明 (yán míng); 光明 (guāng míng),Time,Top 300,HSK1 Core,120.0,2864492.0,1508.9594937459158,50.657943681713164,1439.0,2370.0,True,True,True,"3500, 7000, corpus"
儿,ér,er,E,child; son,不儿 (bù ér); 个儿 (gè ér); 乞儿 (qǐ ér),People & Pronouns,Top 300,HSK1 Core,121.0,2850098.0,1501.3770103760971,50.80808138275077,222.0,338.0,True,True,True,"3500, 7000, corpus"
法,fǎ,fa,F,France; French; abbr. for 法國|法国[Fa3 guo2]; Taiwan pr. [Fa4],不法 (bù fǎ); 中法 (zhōng fǎ); 乘法 (chéng fǎ),General Reference,Top 300,HSK1 Core,122.0,2798486.0,1474.1887978095356,50.95550026253172,1746.0,2946.0,True,True,True,"3500, 7000, corpus"
才,cái,cai,C,ability; talent; sb of a certain type; a capable individual; then and only then; just now; (before an expression of quantity) only,不才 (bù cái); 人才 (rén cái); 偏才 (piān cái),Time,Top 300,HSK1 Core,123.0,2774963.0,1461.7973321774498,51.101679995749464,1177.0,1989.0,True,True,True,"3500, 7000, corpus"
几,jǐ,ji,J,small table,几丁 (jǐ dīng); 几个 (jǐ gè); 几乎 (jī hū),General Reference,Top 300,HSK1 Core,124.0,2760667.0,1454.2664733296708,51.24710664308243,284.0,414.0,True,True,True,"3500, 7000, corpus"
行,xíng,xing,X,"(bound form) row; line; (bound form) line of business; trade; profession; (bound form) commercial firm; (bound form) to rank (first, second etc) among one's siblings (by age); (in data tables) row; (Tw) column; classifier for rows or lines",一行 (yī xíng); 不行 (bù xíng); 丑行 (chǒu xíng),Business & Work,Top 300,HSK1 Core,125.0,2756706.0,1452.1798944337525,51.392324632525806,2816.0,5315.0,True,True,True,"3500, 7000, corpus"
三,sān,san,S,surname San,三七 (sān qī); 三不 (sān bù); 三世 (sān shì),Numbers & Measures,Top 300,HSK1 Core,126.0,2747794.0,1447.4852236131449,51.53707315488712,6.0,6.0,True,True,True,"3500, 7000, corpus"
定,dìng,ding,D,to fix; to set; to make definite; to subscribe to (a newspaper etc); to book (tickets etc); to order (goods etc); to congeal; to coagulate; (literary) definitely,一定 (yí dìng); 不定 (bù dìng); 人定 (rén dìng),Places & Movement,Top 300,HSK1 Core,127.0,2738825.0,1442.7605262848203,51.6813492075156,822.0,1368.0,True,True,True,"3500, 7000, corpus"
此,cǐ,ci,C,this; these,为此 (wèi cǐ); 从此 (cóng cǐ); 以此 (yǐ cǐ),General Reference,Top 300,HSK1 Core,128.0,2725965.0,1435.986124719177,51.82494781998752,1664.0,2782.0,True,True,True,"3500, 7000, corpus"
进,jìn,jin,J,to go forward; to advance; to go in; to enter; to put in; to submit; to take in; to admit; (math.) base of a number system; classifier for sections in a building or residential compound,上进 (shàng jìn); 买进 (mǎi jìn); 二进 (èr jìn),Places & Movement,Top 300,HSK1 Core,129.0,2706350.0,1425.6533185986411,51.967513151847385,3109.0,5883.0,True,True,True,"3500, 7000, corpus"
再,zài,zai,Z,"again; once more; re-; further; beyond this point of time; (before an adjective) more; then (after sth, and not until then); no matter how ... (followed by an adjective or verb, and then (usually) 也[ye3] or 都[dou1] for emphasis); (used to introduce additional information, as in 再則|再则[zai4 ze2], 再就是[zai4 jiu4 shi4] etc); (literary) to reappear; to reoccur",一再 (yī zài); 不再 (bù zài); 再三 (zài sān),Time,Top 300,HSK1 Core,130.0,2681503.0,1412.5643951381796,52.1087695913612,257.0,380.0,True,True,True,"3500, 7000, corpus"
种,zhǒng,zhong,Z,"seed; species; kind; type; classifier for types, kinds, sorts",一种 (yī zhǒng); 乙种 (yǐ zhǒng); 亚种 (yà zhǒng),Actions,Top 300,HSK1 Core,131.0,2653924.0,1398.0363064306466,52.24857322200427,2246.0,4073.0,True,True,True,"3500, 7000, corpus"
将,jiāng,jiang,J,"will; shall; to use; to take; to checkmate; just a short while ago; (introduces object of main verb, used in the same way as 把[ba3])",上将 (shàng jiàng); 中将 (zhōng jiàng); 主将 (zhǔ jiàng),Places & Movement,Top 300,HSK1 Core,132.0,2629219.0,1385.0221858490588,52.38707544058917,865.0,1419.0,True,True,True,"3500, 7000, corpus"
实,shí,shi,S,real; true; honest; really; solid; fruit; seed; definitely,不实 (bù shí); 严实 (yán shí); 丽实 (lì shí),Actions,Top 300,HSK1 Core,133.0,2616492.0,1378.3178461347557,52.52490722520265,826.0,1372.0,True,True,True,"3500, 7000, corpus"
同,tóng,tong,T,like; same; similar; together; alike; with,一同 (yī tóng); 下同 (xià tóng); 不同 (bù tóng),People & Pronouns,Top 300,HSK1 Core,134.0,2614683.0,1377.364899600366,52.66264371516268,472.0,663.0,True,True,True,"3500, 7000, corpus"
最,zuì,zui,Z,"(before an adjective or verb) to the highest degree; (the) most ...; -est; (after 之[zhi1]) best or most extreme example (e.g. 世界之最[shi4 jie4 zhi1 zui4] ""the greatest in the world"")",最为 (zuì wèi); 最优 (zuì yōu); 最佳 (zuì jiā),Question & Function,Top 300,HSK1 Core,135.0,2582957.0,1360.6522507612062,52.798708940238804,1485.0,2449.0,True,True,True,"3500, 7000, corpus"
本,běn,ben,B,"(bound form) root; stem; (bound form) origin; source; (bound form) one's own; this; (bound form) this; the current (year etc); (bound form) original; (bound form) inherent; originally; initially; capital; principal; classifier for books, periodicals, files etc",书本 (shū běn); 亏本 (kuī běn); 传本 (chuán běn),Numbers & Measures,Top 300,HSK1 Core,136.0,2579524.0,1358.8438121472984,52.934593321453534,1498.0,2467.0,True,True,True,"3500, 7000, corpus"
向,xiàng,xiang,X,surname Xiang,一向 (yí xiàng); 倾向 (qīng xiàng); 偏向 (piān xiàng),Question & Function,Top 300,HSK1 Core,137.0,2570964.0,1354.3345681813648,53.07002677827167,477.0,668.0,True,True,True,"3500, 7000, corpus"
分,fēn,fen,F,to divide; to separate; to distribute; to allocate; to distinguish (good and bad); (bound form) branch of (an organization); sub- (as in 分局[fen1 ju2]); fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute (unit of time); minute (angular measurement unit); a point (in sports or games); 0.01 yuan (unit of money),万分 (wàn fēn); 三分 (sān fēn); 上分 (shàng fēn),Time,Top 300,HSK1 Core,138.0,2568782.0,1353.1851323947214,53.205345291511144,302.0,433.0,True,True,True,"3500, 7000, corpus"
十,shí,shi,S,ten; 10,七十 (qī shí); 三十 (sān shí); 九十 (jiǔ shí),Numbers & Measures,Top 300,HSK1 Core,139.0,2567177.0,1352.3396491511091,53.34057925642625,384.0,554.0,True,True,True,"3500, 7000, corpus"
学,xué,xue,X,to learn; to study; to imitate; science; -ology,学生 (xué shēng); 学校 (xué xiào); 学习 (xué xí),Actions,Top 300,HSK1 Core,140.0,2566533.0,1352.0004022919898,53.47577929665545,806.0,1343.0,True,True,True,"3500, 7000, corpus"
高,gāo,gao,G,surname Gao,乐高 (lè gāo); 偏高 (piān gāo); 净高 (jìng gāo),General Reference,Top 300,HSK1 Core,141.0,2565932.0,1351.6838070088675,53.61094767735634,3444.0,6727.0,True,True,True,"3500, 7000, corpus"
第,dì,di,D,"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth""); (literary) grades in which successful candidates in the imperial examinations were placed; (old) residence of a high official; (literary) but; however; (literary) only; just",上第 (shàng dì); 不第 (bù dì); 及第 (jí dì),Numbers & Measures,Top 300,HSK1 Core,142.0,2558818.0,1347.9362881334407,53.745741306169684,2315.0,4185.0,True,True,True,"3500, 7000, corpus"
感,gǎn,gan,G,to feel; to move; to touch; to affect; feeling; emotion; (suffix) sense of ~,乐感 (yuè gǎn); 传感 (chuán gǎn); 伤感 (shāng gǎn),Actions,Top 300,HSK1 Core,143.0,2529138.0,1332.3014328870731,53.87897144945839,1137.0,1908.0,True,True,True,"3500, 7000, corpus"
怎,zěn,zen,Z,how,怎么 (zěn me); 怎样 (zěn yàng); 怎生 (zěn shēng),General Reference,Top 300,HSK1 Core,144.0,2520317.0,1327.6546991226455,54.011736919370655,1068.0,1787.0,True,True,True,"3500, 7000, corpus"
神,shén,shen,S,God,传神 (chuán shén); 傩神 (nuó shén); 元神 (yuán shén),Places & Movement,Top 300,HSK1 Core,145.0,2509843.0,1322.1371966344225,54.143950639034095,2226.0,4037.0,True,True,True,"3500, 7000, corpus"
听,tīng,ting,T,smile (archaic),中听 (zhōng tīng); 任听 (rèn tīng); 侦听 (zhēn tīng),Actions,Top 300,HSK1 Core,146.0,2449553.0,1290.3775799631449,54.27298839703041,491.0,684.0,True,True,True,"3500, 7000, corpus"
边,biān,bian,B,side; edge; margin; border; boundary; CL:個|个[ge4]; simultaneously,一边 (yī biān); 上边 (shàng biān); 下边 (xià biān),General Reference,Top 300,HSK1 Core,147.0,2448615.0,1289.883459537906,54.4019767429842,3094.0,5866.0,True,True,True,"3500, 7000, corpus"
作,zuò,zuo,Z,(bound form) worker; (bound form) workshop; (slang) troublesome; high-maintenance (person),工作 (gōng zuò); 作业 (zuò yè); 合作 (hé zuò),Business & Work,Top 300,HSK1 Core,148.0,2437693.0,1284.1299592346436,54.530389738907665,150.0,192.0,True,True,True,"3500, 7000, corpus"
其,qí,qi,Q,his; her; its; their; that; such; it (refers to sth preceding it),何其 (hé qí); 其一 (qí yī); 其三 (qí sān),Actions,Top 300,HSK1 Core,149.0,2417047.0,1273.2540420710143,54.657715143114764,247.0,367.0,True,True,True,"3500, 7000, corpus"
吧,ba,ba,B,"bar (loanword) (serving drinks, or providing Internet access etc); to puff (on a pipe etc); (onom.) bang; abbr. for 貼吧|贴吧[tie1 ba1]",吧主 (ba zhǔ); 吧务 (ba wù); 吧台 (bā tái),Question & Function,Top 300,HSK1 Core,150.0,2403165.0,1265.9412704898123,54.784309270163746,487.0,680.0,True,True,True,"3500, 7000, corpus"
却,què,que,Q,but; yet; however; while; to go back; to decline; to retreat; nevertheless; even though,了却 (liǎo què); 冷却 (lěng què); 却倒 (què dào),Places & Movement,Top 300,HSK2 Expansion,151.0,2377929.0,1252.6474292837024,54.90957401309212,409.0,586.0,True,True,True,"3500, 7000, corpus"
口,kǒu,kou,K,"mouth; classifier for things with mouths (people, domestic animals, cannons, wells etc); classifier for bites or mouthfuls",一口 (yī kǒu); 上口 (shàng kǒu); 串口 (chuàn kǒu),People & Pronouns,Top 300,HSK2 Expansion,152.0,2375024.0,1251.1171309518056,55.0346857261873,445.0,632.0,True,True,True,"3500, 7000, corpus"
觉,jué,jue,J,a nap; a sleep; CL:場|场[chang2],不觉 (bù jué); 乖觉 (guāi jué); 先觉 (xiān jué),General Reference,Top 300,HSK2 Expansion,153.0,2372600.0,1249.8402142025739,55.15966974760756,2865.0,5414.0,True,True,True,"3500, 7000, corpus"
啊,a,a,A,interjection of surprise; Ah!; Oh!,啊呀 (a ya); 啊哟 (a yō); 天啊 (tiān a),Question & Function,Top 300,HSK2 Expansion,154.0,2366043.0,1246.3861122534354,55.2843083588329,569.0,829.0,True,True,True,"3500, 7000, corpus"
因,yīn,yin,Y,cause; reason; because,主因 (zhǔ yīn); 兹因 (zī yīn); 前因 (qián yīn),People & Pronouns,Top 300,HSK2 Expansion,155.0,2334623.0,1229.8346583504408,55.407291824667944,616.0,972.0,True,True,True,"3500, 7000, corpus"
白,bái,bai,B,surname Bai,乳白 (rǔ bái); 关白 (guān bái); 剖白 (pōu bái),General Reference,Top 300,HSK2 Expansion,156.0,2322211.0,1223.296254599837,55.52962145012793,2111.0,3787.0,True,True,True,"3500, 7000, corpus"
次,cì,ci,C,"next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time",一次 (yī cì); 三次 (sān cì); 上次 (shàng cì),Time,Top 300,HSK2 Expansion,157.0,2307457.0,1215.5241301286474,55.65117386314079,1652.0,2765.0,True,True,True,"3500, 7000, corpus"
军,jūn,jun,J,(bound form) army; military,三军 (sān jūn); 义军 (yì jūn); 亚军 (yà jūn),General Reference,Top 300,HSK2 Expansion,158.0,2275004.0,1198.4285116208853,55.77101671430288,262.0,385.0,True,True,True,"3500, 7000, corpus"
做,zuò,zuo,Z,"to make; to produce; to write; to compose; to do; to engage in; to hold (a party etc); (of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc); (of a thing) to serve as; to be used for; to assume (an air or manner)",做东 (zuò dōng); 做为 (zuò wèi); 做事 (zuò shì),Actions,Top 300,HSK2 Expansion,159.0,2254997.0,1187.8892074121898,55.8898056350441,202.0,298.0,True,True,True,"3500, 7000, corpus"
外,wài,wai,W,outside; in addition; foreign; external,不外 (bù wài); 中外 (zhōng wài); 之外 (zhī wài),Places & Movement,Top 300,HSK2 Expansion,160.0,2234449.0,1177.0649147706006,56.007512126521156,708.0,1155.0,True,True,True,"3500, 7000, corpus"
门,mén,men,M,surname Men,上门 (shàng mén); 与门 (yǔ mén); 专门 (zhuān mén),General Reference,Top 300,HSK2 Expansion,161.0,2233462.0,1176.5449820843417,56.12516662472959,3264.0,6336.0,True,True,True,"3500, 7000, corpus"
光,guāng,guang,G,light; ray (CL:道[dao4]); bright; shiny; only; merely; used up; finished; to leave (a part of the body) uncovered,三光 (sān guāng); 不光 (bù guāng); 乳光 (rǔ guāng),Actions,Top 300,HSK2 Expansion,162.0,2185701.0,1151.3854025216135,56.24030516498175,229.0,346.0,True,True,True,"3500, 7000, corpus"
风,fēng,feng,F,"wind; news; style; custom; manner; CL:陣|阵[zhen4],絲|丝[si1]",上风 (shàng fēng); 下风 (xià fēng); 世风 (shì fēng),General Reference,Top 300,HSK2 Expansion,163.0,2175031.0,1145.7646509893107,56.354881630080676,3393.0,6588.0,True,True,True,"3500, 7000, corpus"
主,zhǔ,zhu,Z,owner; master; host; individual or party concerned; God; Lord; main; to indicate or signify; trump card (in card games),业主 (yè zhǔ); 东主 (dōng zhǔ); 为主 (wéi zhǔ),Places & Movement,Top 300,HSK2 Expansion,164.0,2156315.0,1135.9054208413652,56.468472172164816,34.0,37.0,True,True,True,"3500, 7000, corpus"
住,zhù,zhu,Z,to live; to reside; to stay; to stop; to cease; (result complement indicating firmness or a stable achieved state),不住 (bú zhù); 住区 (zhù qū); 住友 (zhù yǒu),Actions,Top 300,HSK2 Expansion,165.0,2114870.0,1114.0729890460243,56.57987947106942,144.0,182.0,True,True,True,"3500, 7000, corpus"
果,guǒ,guo,G,fruit; result; resolute; indeed; if really,刚果 (gāng guǒ); 后果 (hòu guǒ); 因果 (yīn guǒ),General Reference,Top 300,HSK2 Expansion,166.0,2105431.0,1109.100704724243,56.69078954154184,1534.0,2518.0,True,True,True,"3500, 7000, corpus"
与,yǔ,yu,Y,"(formal) and; together with (linking parallel nouns, verbs, or phrases); (formal) with; from (marking the other participant in an interaction, comparison, or contrast, e.g. 與他握手|与他握手[yu3 ta1 wo4 shou3] ""shake hands with him"", 與去年不同|与去年不同[yu3 qu4 nian2 bu4 tong2] ""different from last year""); (literary) to give; to grant; to bestow",与会 (yù huì); 与共 (yǔ gòng); 与否 (yǔ fǒu),People & Pronouns,Top 300,HSK2 Expansion,167.0,2104552.0,1108.6376643683955,56.80165330797868,10.0,10.0,True,True,True,"3500, 7000, corpus"
