character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
犯,fàn,fan,F,to violate; to offend; to assault; criminal; crime; to make a mistake; recurrence (of mistake or sth bad),主犯 (zhǔ fàn); 人犯 (rén fàn); 从犯 (cóng fàn),Actions,Top 1200,General 3500,1060.0,254131.0,133.87134092367629,89.74910166220099,1977.0,3436.0,True,True,True,"3500, 7000, corpus"
扑,pū,pu,P,to throw oneself at; to pounce on; to devote one's energies; to flap; to flutter; to dab; to pat; to bend over,反扑 (fǎn pū); 扑倒 (pū dào); 扑扇 (pū shān),Actions,Top 1200,General 3500,1065.0,252812.0,133.1765169994863,89.81584900851355,1179.0,1991.0,True,True,True,"3500, 7000, corpus"
躲,duǒ,duo,D,to hide; to dodge; to avoid,藏躲 (cáng duǒ); 躲债 (duǒ zhài); 躲年 (duǒ nián),Actions,Top 1200,General 3500,1069.0,249450.0,131.40547982501562,89.86872242256214,3059.0,5801.0,True,True,True,"3500, 7000, corpus"
姓,xìng,xing,X,family name; surname; to be surnamed ...,姓氏 (xìng shì); 百姓 (bǎi xìng); 种姓 (zhǒng xìng),Actions,Top 1200,General 3500,1076.0,248203.0,130.74858412109984,89.96039809164994,763.0,1237.0,True,True,True,"3500, 7000, corpus"
弃,qì,qi,Q,to abandon; to relinquish; to discard; to throw away,丢弃 (diū qì); 割弃 (gē qì); 厌弃 (yàn qì),Actions,Top 1200,General 3500,1081.0,247281.0,130.26289218925513,90.02563141715846,1004.0,1674.0,True,True,True,"3500, 7000, corpus"
占,zhàn,zhan,Z,to observe; to divine,侵占 (qīn zhàn); 卜占 (bo zhàn); 占中 (zhàn zhōng),Actions,Top 1200,General 3500,1083.0,246282.0,129.73663813295047,90.0516060847105,399.0,573.0,True,True,True,"3500, 7000, corpus"
漂,piāo,piao,P,to float; to drift,北漂 (běi piāo); 漂亮 (piào liàng); 漂摇 (piāo yáo),Actions,Top 1200,General 3500,1084.0,245966.0,129.5701753884137,90.06456310224934,1866.0,3193.0,True,True,True,"3500, 7000, corpus"
挑,tiāo,tiao,T,to carry on a shoulder pole; to choose; to pick; to nitpick,单挑 (dān tiāo); 挑刺 (tiāo cì); 挑剔 (tiāo tī),Actions,Top 1200,General 3500,1085.0,245886.0,129.52803292144233,90.07751590554149,1265.0,2097.0,True,True,True,"3500, 7000, corpus"
获,huò,huo,H,(literary) to catch; to capture; (literary) to get; to obtain; to win,俘获 (fú huò); 寻获 (xún huò); 截获 (jié huò),Actions,Top 1200,General 3500,1086.0,245741.0,129.4516497000568,90.0904610705115,2684.0,4968.0,True,True,True,"3500, 7000, corpus"
列,liè,lie,L,to arrange; to line up; file; series; (in data tables) column; (Tw) row,下列 (xià liè); 伫列 (zhù liè); 位列 (wèi liè),Actions,Top 1200,General 3500,1091.0,244324.0,128.70520125382689,90.15497239020465,307.0,442.0,True,True,True,"3500, 7000, corpus"
恋,liàn,lian,L,to feel attached to; to long for; to love,依恋 (yī liàn); 初恋 (chū liàn); 单恋 (dān liàn),Actions,Top 1200,General 3500,1094.0,243571.0,128.30853528345912,90.19347559176259,1083.0,1814.0,True,True,True,"3500, 7000, corpus"
误,wù,wu,W,mistake; error; to miss; to harm; to delay; to neglect; mistakenly,偏误 (piān wù); 刊误 (kān wù); 勘误 (kān wù),Actions,Top 1200,General 3500,1095.0,243473.0,128.25691076141922,90.20630128283874,2917.0,5519.0,True,True,True,"3500, 7000, corpus"
伟,wěi,wei,W,big; large; great,伟业 (wěi yè); 伟丽 (wěi lì); 伟举 (wěi jǔ),Actions,Top 1200,General 3500,1097.0,242973.0,127.99352034284837,90.23190104046897,128.0,160.0,True,True,True,"3500, 7000, corpus"
移,yí,yi,Y,to move; to shift; to change; to alter; to remove,不移 (bù yí); 位移 (wèi yí); 偏移 (piān yí),Actions,Top 1200,General 3500,1098.0,242884.0,127.94663684834273,90.2446957041538,2260.0,4089.0,True,True,True,"3500, 7000, corpus"
罢,bà,ba,B,to stop; to cease; to dismiss; to suspend; to quit; to finish,也罢 (yě bà); 作罢 (zuò bà); 罢了 (bà le),Actions,Top 1200,General 3500,1101.0,242362.0,127.67165725135473,90.28301827256269,2461.0,4491.0,True,True,True,"3500, 7000, corpus"
闭,bì,bi,B,to close; to stop up; to shut; to obstruct,倒闭 (dǎo bì); 关闭 (guān bì); 密闭 (mì bì),Actions,Top 1200,General 3500,1105.0,241527.0,127.23179525234136,90.33397146510373,3266.0,6339.0,True,True,True,"3500, 7000, corpus"
圆,yuán,yuan,Y,circle; round; circular; spherical; (of the moon) full; unit of Chinese currency (yuan); tactful; to make consistent and whole (the narrative of a dream or a lie),半圆 (bàn yuán); 卵圆 (luǎn yuán); 团圆 (tuán yuán),Actions,Top 1200,General 3500,1106.0,240477.0,126.67867537334249,90.34663933264106,627.0,989.0,True,True,True,"3500, 7000, corpus"
碰,pèng,peng,P,to touch; to meet with; to bump,碰上 (pèng shàng); 碰倒 (pèng dào); 碰击 (pèng jī),Actions,Top 1200,General 3500,1107.0,240438.0,126.65813092069396,90.35930514573313,2208.0,3989.0,True,True,True,"3500, 7000, corpus"
厚,hòu,hou,H,thick; deep or profound; kind; generous; rich or strong in flavor; to favor; to stress,丰厚 (fēng hòu); 仁厚 (rén hòu); 优厚 (yōu hòu),Actions,Top 1200,General 3500,1110.0,239064.0,125.93433405046116,90.39714570967604,422.0,602.0,True,True,True,"3500, 7000, corpus"
累,lèi,lei,L,to accumulate; to involve or implicate (Taiwan pr. [lei4]); continuous; repeated,劳累 (láo lèi); 受累 (shòu lěi); 墨累 (mò lèi),Actions,Top 1200,General 3500,1111.0,238891.0,125.84320096563562,90.4097300297726,2379.0,4326.0,True,True,True,"3500, 7000, corpus"
丈,zhàng,zhang,Z,"measure of length, ten Chinese feet (3.3 m); to measure; husband; polite appellation for an older male",万丈 (wàn zhàng); 丈人 (zhàng rén); 丈夫 (zhàng fū),Actions,Top 1200,General 3500,1115.0,238063.0,125.40702643248225,90.45999203317724,5.0,5.0,True,True,True,"3500, 7000, corpus"
牌,pái,pai,P,signboard; plaque; plate; tablet (CL:塊|块[kuai4]); brand; trademark; mahjong tile; domino; playing card (CL:張|张[zhang1]); (bound form) fixed pattern for lyrics or set melody in classical poetry or music (used in 詞牌|词牌[ci2 pai2] and 曲牌[qu3 pai2]),上牌 (shàng pái); 令牌 (lìng pái); 冒牌 (mào pái),Actions,Top 1200,General 3500,1116.0,237160.0,124.93134333654322,90.4724851675109,1962.0,3404.0,True,True,True,"3500, 7000, corpus"
劳,láo,lao,L,(bound form) to toil; labor; (bound form) laborer; (bound form) meritorious deed; (bound form) fatigue; to put sb to the trouble (of doing sth); to express one's appreciation (Taiwan pr. [lao4]),代劳 (dài láo); 伯劳 (bó láo); 偏劳 (piān láo),Actions,Top 1200,General 3500,1119.0,236325.0,124.49148133752985,90.50985789739234,355.0,511.0,True,True,True,"3500, 7000, corpus"
偏,piān,pian,P,to lean; to slant; oblique; prejudiced; to deviate from average; to stray from the intended line; stubbornly; contrary to expectations,偏低 (piān dī); 偏倚 (piān yǐ); 偏偏 (piān piān),Actions,Top 1200,General 3500,1120.0,236193.0,124.42194626702712,90.52230009201904,201.0,296.0,True,True,True,"3500, 7000, corpus"
糊,hú,hu,H,to smear; to daub; to cover (a surface with sth sticky or paste-like); Taiwan pr. [hu2],口糊 (kǒu hú); 含糊 (hán hú); 晕糊 (yūn hú),Actions,Top 1200,General 3500,1122.0,235912.0,124.2739208517903,90.54715619314148,2365.0,4307.0,True,True,True,"3500, 7000, corpus"
汗,hàn,han,H,"see 可汗[ke4 han2], 汗國|汗国[han2 guo2]",冒汗 (mào hàn); 冷汗 (lěng hàn); 出汗 (chū hàn),Actions,Top 1200,General 3500,1128.0,235293.0,123.94784351359952,90.62164574277368,1709.0,2878.0,True,True,True,"3500, 7000, corpus"
操,cāo,cao,C,to grasp; to hold; to operate; to manage; to control; to steer; to exercise; to drill (practice); to play; to speak (a language),体操 (tǐ cāo); 做操 (zuò cāo); 出操 (chū cāo),Actions,Top 1200,General 3500,1130.0,235165.0,123.8804155664454,90.64642672494875,1373.0,2265.0,True,True,True,"3500, 7000, corpus"
残,cán,can,C,to destroy; to spoil; to ruin; to injure; cruel; oppressive; savage; brutal; incomplete; disabled; to remain; to survive; remnant; surplus,伤残 (shāng cán); 凶残 (xiōng cán); 助残 (zhù cán),Actions,Top 1200,General 3500,1134.0,232905.0,122.68989087450497,90.69565792361126,1675.0,2798.0,True,True,True,"3500, 7000, corpus"
尖,jiān,jian,J,"pointed; tapering; sharp; (of a sound) shrill; piercing; (of one's hearing, sight etc) sharp; acute; keen; to make (one's voice) shrill; sharp point; tip; the best of sth; the cream of the crop",出尖 (chū jiān); 削尖 (xuē jiān); 剑尖 (jiàn jiān),Actions,Top 1200,General 3500,1135.0,232729.0,122.59717744716802,90.70791764135598,871.0,1426.0,True,True,True,"3500, 7000, corpus"
鲁,lǔ,lu,L,"surname Lu; Lu, an ancient state of China 魯國|鲁国[Lu3 guo2]; short name for Shandong 山東|山东[Shan1 dong1]",愚鲁 (yú lǔ); 瑙鲁 (nǎo lǔ); 祖鲁 (zǔ lǔ),Actions,Top 1200,General 3500,1136.0,232665.0,122.56346347359096,90.72017398770333,3453.0,6764.0,True,True,True,"3500, 7000, corpus"
圈,quān,quan,Q,to confine; to lock up; to pen in,光圈 (guāng quān); 出圈 (chū quān); 叉圈 (chā quān),Actions,Top 1200,General 3500,1138.0,232242.0,122.34063517947997,90.74465702263693,628.0,990.0,True,True,True,"3500, 7000, corpus"
油,yóu,you,Y,"oil; fat; grease; petroleum; to apply tung oil, paint or varnish; oily; greasy; glib; cunning",制油 (zhì yóu); 加油 (jiā yóu); 原油 (yuán yóu),Actions,Top 1200,General 3500,1139.0,231197.0,121.79014920466682,90.75683603755739,1736.0,2931.0,True,True,True,"3500, 7000, corpus"
撞,zhuàng,zhuang,Z,to knock against; to bump into; to run into; to meet by accident,冲撞 (chōng zhuàng); 反撞 (fǎn zhuàng); 对撞 (duì zhuàng),Actions,Top 1200,General 3500,1142.0,230714.0,121.53571406032734,90.7933167694473,1362.0,2250.0,True,True,True,"3500, 7000, corpus"
瞬,shùn,shun,S,to wink,一瞬 (yī shùn); 瞬态 (shùn tài); 瞬息 (shùn xī),Actions,Top 1200,General 3500,1143.0,230645.0,121.49936618256456,90.80546670606556,2165.0,3894.0,True,True,True,"3500, 7000, corpus"
忆,yì,yi,Y,to recollect; to remember; memory,回忆 (huí yì); 失忆 (shī yì); 忆述 (yì shù),Actions,Top 1200,General 3500,1144.0,229878.0,121.09532528047683,90.8175762385936,1053.0,1750.0,True,True,True,"3500, 7000, corpus"
荡,dàng,dang,D,to wash; to squander; to sweep away; to move; to shake; dissolute; pond,冶荡 (yě dàng); 动荡 (dòng dàng); 回荡 (huí dàng),Actions,Top 1200,General 3500,1151.0,226789.0,119.46809927454588,90.90171725601158,2673.0,4928.0,True,True,True,"3500, 7000, corpus"
增,zēng,zeng,Z,(bound form) to increase; to augment; to add to,倍增 (bèi zēng); 剧增 (jù zēng); 增产 (zēng chǎn),Actions,Top 1200,General 3500,1153.0,226112.0,119.11146864780089,90.9255400238439,691.0,1131.0,True,True,True,"3500, 7000, corpus"
困,kùn,kun,K,to trap; to surround; hard-pressed; stranded; destitute,交困 (jiāo kùn); 危困 (wēi kùn); 发困 (fā kùn),Actions,Top 1200,General 3500,1155.0,225133.0,118.59575020823911,90.94929504766054,620.0,978.0,True,True,True,"3500, 7000, corpus"
限,xiàn,xian,X,to limit; to restrict; (bound form) limit; bound,上限 (shàng xiàn); 下限 (xià xiàn); 侵限 (qīn xiàn),Actions,Top 1200,General 3500,1164.0,222821.0,117.37783291276732,91.0554475496804,3300.0,6411.0,True,True,True,"3500, 7000, corpus"
聚,jù,ju,J,to assemble; to gather (transitive or intransitive); (chemistry) poly-,凝聚 (níng jù); 团聚 (tuán jù); 攒聚 (cuán jù),Actions,Top 1200,General 3500,1165.0,222383.0,117.14710290609922,91.067162259971,2506.0,4593.0,True,True,True,"3500, 7000, corpus"
含,hán,han,H,to keep in the mouth; to contain,内含 (nèi hán); 包含 (bāo hán); 含义 (hán yì),Actions,Top 1200,General 3500,1166.0,222331.0,117.11971030256785,91.07887423100125,490.0,683.0,True,True,True,"3500, 7000, corpus"
凭,píng,ping,P,"to lean against; to rely on; on the basis of; no matter (how, what etc); proof",任凭 (rèn píng); 凭仗 (píng zhàng); 凭依 (píng yī),Actions,Top 1200,General 3500,1167.0,221418.0,116.6387593982574,91.09053810694108,288.0,418.0,True,True,True,"3500, 7000, corpus"
碎,suì,sui,S,(transitive or intransitive) to break into pieces; to shatter; to crumble; broken; fragmentary; scattered; garrulous,击碎 (jī suì); 切碎 (qiè suì); 剁碎 (duò suì),Actions,Top 1200,General 3500,1169.0,220325.0,116.06298794326145,91.1137799408662,2202.0,3976.0,True,True,True,"3500, 7000, corpus"
躺,tǎng,tang,T,to recline; to lie down,仰躺 (yǎng tǎng); 侧躺 (cè tǎng); 斜躺 (xié tǎng),Actions,Top 1200,General 3500,1170.0,220026.0,115.90548047295606,91.12537048891349,3060.0,5802.0,True,True,True,"3500, 7000, corpus"
腾,téng,teng,T,(bound form) to gallop; to prance; (bound form) to soar; to hover; to make room; to clear out; to vacate; (verb suffix indicating repeated action),倒腾 (dǎo téng); 升腾 (shēng téng); 喧腾 (xuān téng),Actions,Top 1200,General 3500,1173.0,219541.0,115.64999176694229,91.16008234343036,2577.0,4720.0,True,True,True,"3500, 7000, corpus"
织,zhī,zhi,Z,to weave; to knit,交织 (jiāo zhī); 促织 (cù zhī); 密织 (mì zhī),Actions,Top 1200,General 3500,1174.0,218959.0,115.34340531972578,91.17161668396233,2405.0,4374.0,True,True,True,"3500, 7000, corpus"
抢,qiǎng,qiang,Q,(literary) to knock against (esp. to knock one's head on the ground in grief or rage); opposite in direction; contrary,争抢 (zhēng qiǎng); 哄抢 (hōng qiǎng); 抢亲 (qiǎng qīn),Actions,Top 1200,General 3500,1175.0,218937.0,115.33181614130866,91.18314986557645,1214.0,2033.0,True,True,True,"3500, 7000, corpus"
预,yù,yu,Y,to advance; in advance; beforehand; to prepare,干预 (gān yù); 预习 (yù xí); 预付 (yù fù),Actions,Top 1200,General 3500,1176.0,218757.0,115.23699559062315,91.19467356513552,3378.0,6556.0,True,True,True,"3500, 7000, corpus"
批,pī,pi,P,"to ascertain; to act on; to criticize; to pass on; classifier for batches, lots, military flights; tier (for the ranking of universities and colleges)",分批 (fēn pī); 大批 (dà pī); 夹批 (jiā pī),Actions,Top 1200,General 3500,1180.0,218230.0,114.95938208944943,91.2406928756778,1196.0,2010.0,True,True,True,"3500, 7000, corpus"
惑,huò,huo,H,to confuse; to be puzzled,不惑 (bù huò); 困惑 (kùn huò); 媚惑 (mèi huò),Actions,Top 1200,General 3500,1182.0,217812.0,114.73918769952417,91.26364561227949,1116.0,1875.0,True,True,True,"3500, 7000, corpus"
登,dēng,deng,D,to scale (a height); to ascend; to mount; to publish or record; to enter (e.g. in a register); to press down with the foot; to step or tread on; to put on (shoes or trousers) (dialect); to be gathered and taken to the threshing ground (old),丰登 (fēng dēng); 刊登 (kān dēng); 小登 (xiǎo dēng),Actions,Top 1200,General 3500,1186.0,215944.0,113.75516109574333,91.30937003090915,2110.0,3786.0,True,True,True,"3500, 7000, corpus"
盯,dīng,ding,D,to watch attentively; to fix one's attention on; to stare at; to gaze at,盯住 (dīng zhù); 盯市 (dīng shì); 盯梢 (dīng shāo),Actions,Top 1200,General 3500,1188.0,215010.0,113.26314779385291,91.3320469977426,2135.0,3826.0,True,True,True,"3500, 7000, corpus"
唱,chàng,chang,C,to sing; to call loudly; to chant,主唱 (zhǔ chàng); 传唱 (chuán chàng); 伴唱 (bàn chàng),Actions,Top 1200,General 3500,1191.0,214664.0,113.08088162420187,91.36597774163415,564.0,818.0,True,True,True,"3500, 7000, corpus"
剩,shèng,sheng,S,to remain; to be left; to have as remainder,余剩 (yú shèng); 剩下 (shèng xià); 剩余 (shèng yú),Actions,Top 1200,General 3500,1193.0,214523.0,113.00660552616488,91.38858627963685,336.0,484.0,True,True,True,"3500, 7000, corpus"
咬,yǎo,yao,Y,to bite; to nip,叮咬 (dīng yǎo); 咬伤 (yǎo shāng); 咬合 (yǎo hé),Actions,Top 1200,General 3500,1194.0,214227.0,112.8506783983709,91.39987134747669,529.0,752.0,True,True,True,"3500, 7000, corpus"
触,chù,chu,C,to touch; to make contact with sth; to stir up sb's emotions,切触 (qiè chù); 感触 (gǎn chù); 抵触 (dǐ chù),Actions,Top 1200,General 3500,1197.0,213212.0,112.315995848672,91.43366491763825,2868.0,5429.0,True,True,True,"3500, 7000, corpus"
疼,téng,teng,T,(it) hurts; sore; to love dearly,偏疼 (piān téng); 头疼 (tóu téng); 心疼 (xīn téng),Actions,Top 1200,General 3500,1200.0,213129.0,112.27227303918924,91.46734928613228,2085.0,3713.0,True,True,True,"3500, 7000, corpus"
漫,màn,man,M,free; unrestrained; to inundate,动漫 (dòng màn); 国漫 (guó màn); 弥漫 (mí màn),Actions,Top 2500,General 3500,1201.0,213126.0,112.27069269667781,91.47857635540194,1873.0,3204.0,True,True,True,"3500, 7000, corpus"
补,bǔ,bu,B,to repair; to patch; to mend; to make up for; to fill (a vacancy); to supplement,互补 (hù bǔ); 修补 (xiū bǔ); 候补 (hòu bǔ),Actions,Top 2500,General 3500,1203.0,212484.0,111.9324993992328,91.50097913280965,2823.0,5323.0,True,True,True,"3500, 7000, corpus"
吐,tǔ,tu,T,"to spit; to send out (silk from a silkworm, bolls from cotton flowers etc); to say; to pour out (one's grievances)",倾吐 (qīng tǔ); 催吐 (cuī tǔ); 吐丝 (tǔ sī),Actions,Top 2500,General 3500,1205.0,212473.0,111.92670481002423,91.52336478984016,476.0,667.0,True,True,True,"3500, 7000, corpus"
挡,dǎng,dang,D,to resist; to obstruct; to hinder; to keep off; to block (a blow); to get in the way of; cover; gear (e.g. in a car's transmission),书挡 (shū dǎng); 头挡 (tóu dǎng); 抵挡 (dǐ dǎng),Actions,Top 2500,General 3500,1211.0,211337.0,111.32828177903119,91.59028044263019,1270.0,2105.0,True,True,True,"3500, 7000, corpus"
晃,huǎng,huang,H,to dazzle; to flash past,一晃 (yī huǎng); 摆晃 (bǎi huǎng); 摇晃 (yáo huàng),Actions,Top 2500,General 3500,1212.0,210916.0,111.10650704659449,91.60139109333485,1454.0,2392.0,True,True,True,"3500, 7000, corpus"
吹,chuī,chui,C,to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through,劲吹 (jìng chuī); 吹了 (chuī le); 吹台 (chuī tái),Actions,Top 2500,General 3500,1214.0,209806.0,110.52178031736713,91.6235508140643,499.0,693.0,True,True,True,"3500, 7000, corpus"
凝,níng,ning,N,to congeal; to concentrate attention; to stare,凝冰 (níng bīng); 凝固 (níng gù); 凝块 (níng kuài),Actions,Top 2500,General 3500,1217.0,208926.0,110.05821318068236,91.6565818689641,283.0,413.0,True,True,True,"3500, 7000, corpus"
鼓,gǔ,gu,G,"drum; CL:通[tong4],面[mian4]; to drum; to strike; to rouse; to bulge; to swell",哑鼓 (yǎ gǔ); 大鼓 (dà gǔ); 小鼓 (xiǎo gǔ),Actions,Top 2500,General 3500,1218.0,208688.0,109.93283934144262,91.66757515289824,3493.0,6965.0,True,True,True,"3500, 7000, corpus"
附,fù,fu,F,to add; to attach; to be close to; to be attached,依附 (yī fù); 后附 (hòu fù); 吸附 (xī fù),Actions,Top 2500,General 3500,1223.0,207682.0,109.402897819278,91.72240197564712,3293.0,6402.0,True,True,True,"3500, 7000, corpus"
缺,quē,que,Q,deficiency; lack; scarce; vacant post; to run short of,亏缺 (kuī quē); 余缺 (yú quē); 候缺 (hòu quē),Actions,Top 2500,General 3500,1224.0,207517.0,109.3159789811496,91.73333357354524,2455.0,4478.0,True,True,True,"3500, 7000, corpus"
塞,sāi,sai,S,to plug; to stop up; to stuff in; (bound form) a stopper; a cork,充塞 (chōng sè); 关塞 (guān sài); 冰塞 (bīng sāi),Actions,Top 2500,General 3500,1225.0,206867.0,108.97357143700744,91.74423093068894,685.0,1116.0,True,True,True,"3500, 7000, corpus"
努,nǔ,nu,N,to exert; to strive,努克 (nǔ kè); 努出 (nǔ chū); 努力 (nǔ lì),Actions,Top 2500,General 3500,1229.0,204860.0,107.91632229686391,91.7875232548716,351.0,505.0,True,True,True,"3500, 7000, corpus"
判,pàn,pan,P,(bound form) to differentiate; to distinguish; (bound form) clearly (different); to judge; to decide; to grade; (of a judge) to sentence,公判 (gōng pàn); 判令 (pàn lìng); 判例 (pàn lì),Actions,Top 2500,General 3500,1230.0,204750.0,107.85837640477831,91.79830909251208,314.0,449.0,True,True,True,"3500, 7000, corpus"
谋,móu,mou,M,to plan; to seek; scheme,串谋 (chuàn móu); 主谋 (zhǔ móu); 共谋 (gòng móu),Actions,Top 2500,General 3500,1231.0,204688.0,107.82571599287552,91.80909166411138,2934.0,5545.0,True,True,True,"3500, 7000, corpus"
扎,zhā,zha,Z,"to prick; to run or stick (a needle etc) into; mug or jug used for serving beer (loanword from ""jar"")",包扎 (bāo zā); 扎住 (zhā zhù); 扎啤 (zhā pí),Actions,Top 2500,General 3500,1234.0,204372.0,107.65925324833871,91.84140882562069,1178.0,1990.0,True,True,True,"3500, 7000, corpus"
滚,gǔn,gun,G,to boil; to roll; to take a hike; Get lost!,回滚 (huí gǔn); 打滚 (dǎ gǔn); 摇滚 (yáo gǔn),Actions,Top 2500,General 3500,1235.0,203922.0,107.42220187162494,91.85215104580786,1858.0,3178.0,True,True,True,"3500, 7000, corpus"
诺,nuò,nuo,N,to consent; to promise; (literary) yes!,允诺 (yǔn nuò); 古诺 (gǔ nuò); 夙诺 (sù nuò),Actions,Top 2500,General 3500,1240.0,203149.0,107.01500028451433,91.90571728201344,2924.0,5529.0,True,True,True,"3500, 7000, corpus"
餐,cān,can,C,meal; to eat; classifier for meals,中餐 (zhōng cān); 代餐 (dài cān); 佐餐 (zuǒ cān),Actions,Top 2500,General 3500,1247.0,201053.0,105.91086764986517,91.98021526013902,3398.0,6603.0,True,True,True,"3500, 7000, corpus"
爆,bào,bao,B,to explode; to burst; to stir-fry briefly; to quick-boil,光爆 (guāng bào); 内爆 (nèi bào); 刷爆 (shuā bào),Actions,Top 2500,General 3500,1248.0,199957.0,105.33351585235778,91.99074861172426,1950.0,3385.0,True,True,True,"3500, 7000, corpus"
轮,lún,lun,L,"wheel; disk; ring; steamship; to take turns; to rotate; classifier for big round objects: disk, or recurring events: round, turn",一轮 (yī lún); 二轮 (èr lún); 冰轮 (bīng lún),Actions,Top 2500,General 3500,1254.0,197302.0,103.93491272974639,92.05354873654605,3066.0,5811.0,True,True,True,"3500, 7000, corpus"
昏,hūn,hun,H,muddle-headed; twilight; to faint; to lose consciousness,发昏 (fā hūn); 吓昏 (xià hūn); 头昏 (tóu hūn),Actions,Top 2500,General 3500,1255.0,197245.0,103.90488622202929,92.06393922516826,1440.0,2371.0,True,True,True,"3500, 7000, corpus"
抖,dǒu,dou,D,to tremble; to shake out; to reveal; to make it in the world,发抖 (fā dǒu); 战抖 (zhàn dǒu); 抖动 (dǒu dòng),Actions,Top 2500,General 3500,1256.0,197122.0,103.84009217906086,92.07432323438616,1207.0,2025.0,True,True,True,"3500, 7000, corpus"
慌,huāng,huang,H,to get panicky; to lose one's head; (coll.) (after 得[de2]) unbearably; terribly,发慌 (fā huāng); 心慌 (xīn huāng); 恐慌 (kǒng huāng),Actions,Top 2500,General 3500,1260.0,196225.0,103.36756976814468,92.11573284385686,1142.0,1918.0,True,True,True,"3500, 7000, corpus"
怜,lián,lian,L,to pity,乞怜 (qǐ lián); 可怜 (kě lián); 哀怜 (āi lián),Actions,Top 2500,General 3500,1262.0,195035.0,102.74070057194598,92.13629515437577,1073.0,1795.0,True,True,True,"3500, 7000, corpus"
颤,chàn,chan,C,to tremble; to shiver; to shake; to vibrate; Taiwan pr. [zhan4],发颤 (fā chàn); 惊颤 (jīng chàn); 打颤 (dǎ zhàn),Actions,Top 2500,General 3500,1263.0,194953.0,102.69750454330035,92.1465649048301,3392.0,6584.0,True,True,True,"3500, 7000, corpus"
距,jù,ju,J,"to be at a distance of ... from; to be apart from; (bound form) distance; spur (on the leg of certain birds: gamecock, pheasant etc)",全距 (quán jù); 差距 (chā jù); 微距 (wēi jù),Actions,Top 2500,General 3500,1266.0,193245.0,101.79776287346219,92.17721865048996,3031.0,5720.0,True,True,True,"3500, 7000, corpus"
扫,sǎo,sao,S,to sweep (with a brush or broom); to sweep away; to wipe out; to get rid of; to sweep (one's eyes etc) over; to scan,打扫 (dǎ sǎo); 扫兴 (sǎo xìng); 扫地 (sǎo dì),Actions,Top 2500,General 3500,1269.0,192957.0,101.64604999236536,92.20773221976906,1188.0,2002.0,True,True,True,"3500, 7000, corpus"
逼,bī,bi,B,to compel; to pressure,倒逼 (dào bī); 催逼 (cuī bī); 勒逼 (lè bī),Actions,Top 2500,General 3500,1270.0,192855.0,101.5923183469769,92.21789145160375,3141.0,5937.0,True,True,True,"3500, 7000, corpus"
忧,yōu,you,Y,to worry; to concern oneself with; worried; anxiety; sorrow; (literary) to observe mourning,丁忧 (dīng yōu); 分忧 (fēn yōu); 堪忧 (kān yōu),Actions,Top 2500,General 3500,1272.0,192308.0,101.30416922906035,92.23815781664835,1060.0,1766.0,True,True,True,"3500, 7000, corpus"
执,zhí,zhi,Z,to execute (a plan); to grasp,争执 (zhēng zhí); 偏执 (piān zhí); 回执 (huí zhí),Actions,Top 2500,General 3500,1274.0,191171.0,100.70521941723015,92.25834458510847,1186.0,1999.0,True,True,True,"3500, 7000, corpus"
丢,diū,diu,D,to lose; to put aside; to throw,丢下 (diū xià); 丢丑 (diū chǒu); 丢人 (diū rén),Actions,Top 2500,General 3500,1275.0,190646.0,100.42865947773072,92.26838745105624,22.0,24.0,True,True,True,"3500, 7000, corpus"
逐,zhú,zhu,Z,(bound form) to pursue; to chase; to drive away; one by one; individually,放逐 (fàng zhú); 竞逐 (jìng zhú); 角逐 (jué zhú),Actions,Top 2500,General 3500,1278.0,190582.0,100.39494550415365,92.29850972752952,3127.0,5915.0,True,True,True,"3500, 7000, corpus"
傲,ào,ao,A,proud; arrogant; to despise; unyielding; to defy,倨傲 (jù ào); 傲人 (ào rén); 傲岸 (ào àn),Actions,Top 2500,General 3500,1279.0,190525.0,100.36491899643657,92.30854621942916,213.0,318.0,True,True,True,"3500, 7000, corpus"
庆,qìng,qing,Q,to celebrate,吉庆 (jí qìng); 喜庆 (xǐ qìng); 国庆 (guó qìng),Actions,Top 2500,General 3500,1282.0,189750.0,99.9566638476517,92.33855160323468,976.0,1626.0,True,True,True,"3500, 7000, corpus"
袭,xí,xi,X,(bound form) to raid; to attack; (bound form) to continue the pattern; to perpetuate; (literary) classifier for suits of clothing or sets of bedding,一袭 (yī xí); 世袭 (shì xí); 侵袭 (qīn xí),Actions,Top 2500,General 3500,1284.0,189129.0,99.62953294778666,92.35849937122897,2838.0,5351.0,True,True,True,"3500, 7000, corpus"
供,gōng,gong,G,to provide; to supply; to be for (the use or convenience of),上供 (shàng gòng); 串供 (chuàn gòng); 仅供 (jǐn gōng),Actions,Top 2500,General 3500,1285.0,188899.0,99.50837335524405,92.3684502085645,160.0,221.0,True,True,True,"3500, 7000, corpus"
